ID,Detail,Cause,Result
19970304-0,Icing;Loss of control,WEATHER,Loss of control
19970414-0,Loss of control,,Loss of control
19970419-0,Loss of control,,Loss of control
19970512-0,Loss of control,,Loss of control
19970515-0,Loss of control,,Loss of control
19970520-0,Thunderstorm;Loss of control,WEATHER,Loss of control
19970522-1,Loss of control,,Loss of control
19970610-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19970703-0,Loss of control,,Loss of control
19970711-0,Loss of control,,Loss of control
19970717-0,Loss of control,,Loss of control
19970819-0,Loss of control,,Loss of control
19970903-0,Loss of control,,Loss of control
19971008-0,Loss of control,,Loss of control
19971108-0,Icing;Loss of control,WEATHER,Loss of control
19971216-0,Loss of control,,Loss of control
19971219-0,Loss of control;Pilot or passenger suicide,SECURITY,Loss of control
19980127-0,Loss of control,,Loss of control
19980130-0,Icing;Loss of control,WEATHER,Loss of control
19980216-0,Loss of control,,Loss of control
19980305-0,Icing;Loss of control,WEATHER,Loss of control
19980328-0,Loss of control,,Loss of control
19980407-0,Icing;Loss of control,WEATHER,Loss of control
19980718-0,Loss of control,,Loss of control
19980728-0,Loss of control,,Loss of control
19980902-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19980929-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19981002-0,Loss of control,,Loss of control
19981010-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19981017-0,Loss of control,,Loss of control
19981017-1,Loss of control,,Loss of control
19981111-0,Icing;Loss of control,WEATHER,Loss of control
19981128-0,Loss of control,,Loss of control
19981202-0,Loss of control,,Loss of control
19981207-0,Icing;Loss of control,WEATHER,Loss of control
19981214-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19990102-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19990128-1,Loss of control,,Loss of control
19990202-0,Loss of control,,Loss of control
19990225-0,Loss of control,,Loss of control
19990318-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
19990622-0,Loss of control,,Loss of control
19990829-1,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
19991031-0,Loss of control;Pilot or passenger suicide,SECURITY,Loss of control
19991109-0,Loss of control,,Loss of control
20000105-0,Loss of control,,Loss of control
20000110-0,Loss of control,,Loss of control
20000202-2,Loss of control,,Loss of control
20000309-0,Icing;Loss of control,WEATHER,Loss of control
20000317-2,Loss of control,,Loss of control
20000416-1,Loss of control,,Loss of control
20000622-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20000719-0,Loss of control,,Loss of control
20000720-0,Loss of control,,Loss of control
20000802-0,Loss of control,,Loss of control
20001115-0,Loss of control,,Loss of control
20001219-0,Loss of control,,Loss of control
20001223-1,Loss of control,,Loss of control
20010119-0,Loss of control,,Loss of control
20010125-0,Loss of control,,Loss of control
20010131-0,Loss of control,,Loss of control
20010208-1,Loss of control,,Loss of control
20010319-1,Loss of control,,Loss of control
20010324-0,Loss of control,,Loss of control
20010326-0,Loss of control,,Loss of control
20010516-0,Loss of control,,Loss of control
20010517-1,Loss of control,,Loss of control
20010522-0,Loss of control,,Loss of control
20010602-0,Loss of control,,Loss of control
20010607-1,Loss of control,,Loss of control
20010712-0,Loss of control,,Loss of control
20010809-1,Loss of control,,Loss of control
20010911-2,Hijack;Loss of control;Pilot or passenger suicide,SECURITY,Loss of control
20010912-1,Loss of control,,Loss of control
20011004-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
20011010-0,Icing;Loss of control,WEATHER,Loss of control
20011124-1,Loss of control,,Loss of control
20011210-0,Loss of control,,Loss of control
20011226-0,Icing;Loss of control,WEATHER,Loss of control
20020104-0,Icing;Loss of control,WEATHER,Loss of control
20020202-0,Loss of control,,Loss of control
20020206-0,Loss of control,,Loss of control
20020315-0,Icing;Loss of control,WEATHER,Loss of control
20020412-0,Loss of control,,Loss of control
20020504-1,Loss of control,,Loss of control
20020830-0,Loss of control,,Loss of control
20020914-0,Loss of control,,Loss of control
20021025-0,Loss of control,,Loss of control
20021108-0,Icing;Loss of control,WEATHER,Loss of control
20021108-1,Loss of control,,Loss of control
20021217-1,Turbulence;Loss of control,WEATHER,Loss of control
20021221-0,Icing;Loss of control,WEATHER,Loss of control
20021224-0,Loss of control,,Loss of control
20021227-0,Lightningstrike;Loss of control,WEATHER,Loss of control
20021227-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20030114-1,Loss of control,,Loss of control
20030124-0,Loss of control,,Loss of control
20030124-2,Icing;Loss of control,WEATHER,Loss of control
20030129-0,Loss of control,,Loss of control
20030210-0,Loss of control,,Loss of control
20030306-0,Loss of control,,Loss of control
20030404-0,Loss of control,,Loss of control
20030408-1,Icing;Loss of control,WEATHER,Loss of control
20030426-0,Loss of control,,Loss of control
20030521-0,Loss of control,,Loss of control
20030708-0,Loss of control,,Loss of control
20030804-0,Loss of control,,Loss of control
20030812-0,Loss of control,,Loss of control
20030911-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20030920-0,Loss of control,,Loss of control
20031003-0,Icing;Loss of control,WEATHER,Loss of control
20031026-0,Loss of control,,Loss of control
20031029-0,Icing;Loss of control,WEATHER,Loss of control
20031217-0,Loss of control,,Loss of control
20031218-1,Loss of control,,Loss of control
20031223-0,Loss of control,,Loss of control
20040103-0,Loss of control,,Loss of control
20040308-0,Loss of control,,Loss of control
20040505-0,Loss of control,,Loss of control
20040506-0,Loss of control,,Loss of control
20040702-0,Loss of control,,Loss of control
20040923-1,Loss of control,,Loss of control
20040929-0,Loss of control;Heavy rainfall,WEATHER,Loss of control
20041005-0,Loss of control,,Loss of control
20041022-1,Loss of control,,Loss of control
20041121-0,Icing;Loss of control,WEATHER,Loss of control
20041128-0,Icing;Loss of control,WEATHER,Loss of control
20041206-0,Icing;Loss of control,WEATHER,Loss of control
20050108-0,Loss of control,,Loss of control
20050113-0,Loss of control,,Loss of control
20050130-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
20050131-0,Icing;Loss of control,WEATHER,Loss of control
20050216-0,Icing;Loss of control,WEATHER,Loss of control
20050224-0,Loss of control,,Loss of control
20050308-0,Loss of control,,Loss of control
20050309-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20050316-0,Loss of control,,Loss of control
20050425-1,Loss of control,,Loss of control
20050428-0,Loss of control,,Loss of control
20050502-0,Loss of control,,Loss of control
20050525-0,Loss of control,,Loss of control
20050816-0,Loss of control,,Loss of control
20051006-0,Icing;Loss of control,WEATHER,Loss of control
20051022-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20051030-0,Loss of control,,Loss of control
20051118-0,Turbulence;Loss of control,WEATHER,Loss of control
20051119-0,Icing;Loss of control,WEATHER,Loss of control
20051210-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20051223-0,Loss of control,,Loss of control
20051224-0,Loss of control,,Loss of control
20051228-0,Loss of control,,Loss of control
20060105-2,Loss of control,,Loss of control
20060203-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20060208-1,Loss of control,,Loss of control
20060514-0,Loss of control,,Loss of control
20060603-0,Icing;Loss of control,WEATHER,Loss of control
20060622-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20060710-0,Loss of control,,Loss of control
20060729-0,Loss of control,,Loss of control
20060822-0,Thunderstorm;Loss of control,WEATHER,Loss of control
20061019-0,Loss of control,,Loss of control
20061029-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20061108-0,Loss of control,,Loss of control
20061127-0,Loss of control,,Loss of control
20061215-0,Loss of control,,Loss of control
20061230-0,Loss of control,,Loss of control
20070110-0,Loss of control,,Loss of control
20070213-0,Icing;Loss of control,WEATHER,Loss of control
20070303-0,Loss of control,,Loss of control
20070323-0,Shot down from the ground;Loss of control;Shot down,SECURITY,Loss of control
20070503-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20070806-0,Loss of control,,Loss of control
20070809-0,Loss of control,,Loss of control
20070926-0,Loss of control,,Loss of control
20071011-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20071017-2,Loss of control,,Loss of control
20071025-0,Loss of control,,Loss of control
20071205-0,Loss of control,,Loss of control
20071210-1,Icing;Loss of control,WEATHER,Loss of control
20071218-0,Icing;Loss of control,WEATHER,Loss of control
20071220-1,Loss of control,,Loss of control
20071226-0,Icing;Loss of control,WEATHER,Loss of control
20080102-1,Icing;Loss of control,WEATHER,Loss of control
20080214-0,Loss of control,,Loss of control
20080403-1,Loss of control,,Loss of control
20080409-0,Loss of control,,Loss of control
20080521-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20080523-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20080716-0,Loss of control,,Loss of control
20080901-3,Loss of control,,Loss of control
20081103-0,Loss of control,,Loss of control
20090204-1,Icing;Loss of control,WEATHER,Loss of control
20090225-0,Loss of control,,Loss of control
20090306-0,Loss of control,,Loss of control
20090601-0,Loss of control,,Loss of control
20090607-0,Loss of control,,Loss of control
20090706-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20090916-0,Loss of control,,Loss of control
20091009-0,Loss of control,,Loss of control
20091026-1,Thunderstorm;Loss of control,WEATHER,Loss of control
20091112-0,Loss of control,,Loss of control
20091217-0,Loss of control,,Loss of control
20100105-0,Loss of control,,Loss of control
20100121-1,Loss of control,,Loss of control
20100217-0,Icing;Loss of control,WEATHER,Loss of control
20100413-1,Loss of control,,Loss of control
20100512-0,Loss of control,,Loss of control
20100727-1,Loss of control,,Loss of control
20100728-1,Loss of control,,Loss of control
20100801-0,Loss of control,,Loss of control
20100913-0,Loss of control,,Loss of control
20101104-0,Icing;Loss of control,WEATHER,Loss of control
20101105-0,Loss of control,,Loss of control
20101219-0,Loss of control,,Loss of control
20110106-0,Icing;Loss of control,WEATHER,Loss of control
20110109-0,Loss of control,,Loss of control
20110204-0,Icing;Loss of control,WEATHER,Loss of control
20110210-0,Low visibility;Loss of control,WEATHER,Loss of control
20110212-0,Loss of control,,Loss of control
20110214-0,Loss of control,,Loss of control
20110308-0,Loss of control,,Loss of control
20110321-0,Loss of control,,Loss of control
20110402-0,Loss of control,,Loss of control
20110404-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20110426-0,Loss of control,,Loss of control
20110518-0,Icing;Loss of control,WEATHER,Loss of control
20110615-0,Loss of control,,Loss of control
20110713-0,Loss of control,,Loss of control
20110902-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20110907-0,Loss of control,,Loss of control
20110923-0,Loss of control,,Loss of control
20111123-0,Loss of control,,Loss of control
20120322-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20120402-0,Icing;Loss of control,WEATHER,Loss of control
20120420-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20120421-0,Loss of control,,Loss of control
20120610-0,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20120822-0,Loss of control,,Loss of control
20120928-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20121118-0,Icing;Loss of control,WEATHER,Loss of control
20121125-0,Loss of control,,Loss of control
20121207-2,Loss of control,,Loss of control
20121209-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20130213-0,Loss of control,,Loss of control
20130304-0,Icing;Loss of control,WEATHER,Loss of control
20130427-0,Loss of control,,Loss of control
20130505-0,Loss of control,,Loss of control
20130607-1,Loss of control,,Loss of control
20130805-0,Loss of control,,Loss of control
20130822-1,Loss of control,,Loss of control
20131006-1,Loss of control,,Loss of control
20131010-0,Turbulence;Loss of control,WEATHER,Loss of control
20131117-1,Loss of control;Windshear/downdraft,WEATHER,Loss of control
20131231-0,Loss of control,,Loss of control
20140327-0,Loss of control,,Loss of control
20140408-0,Loss of control,,Loss of control
20140618-0,Loss of control,,Loss of control
20140724-0,Loss of control,,Loss of control
20140810-0,Loss of control,,Loss of control
20140813-0,Loss of control,,Loss of control
20140914-0,Loss of control,,Loss of control
20141024-1,Loss of control,,Loss of control
20141025-0,Loss of control,,Loss of control
20141029-0,Loss of control,,Loss of control
20141208-0,Icing;Loss of control,WEATHER,Loss of control
20141228-0,Loss of control,,Loss of control
20141230-1,Icing;Loss of control,WEATHER,Loss of control
20150129-0,Shot down by aircraft;Loss of control;Shot down,SECURITY,Loss of control
20150421-0,Loss of control,,Loss of control
20150509-0,Loss of control,,Loss of control
20150602-0,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20150608-0,Loss of control,,Loss of control
20150630-1,Cause undetermined;Loss of control,UNKNOWN,Loss of control
20150723-1,Loss of control,,Loss of control
